name,venue,date,country,event,sex,round,url
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/100-metres/heats/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/100-metres/semi-final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/100-metres/final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres-hurdles/preliminary-round/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres-hurdles/heats/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres-hurdles/semi-final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/women/100-metres-hurdles/final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/110-metres-hurdles/preliminary-round/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/110-metres-hurdles/heats/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/110-metres-hurdles/semi-final/result
10th IAAF World Championships in Athletics,Helsinki (Olympic Stadium),06 AUG 2005 - 14 AUG 2005,FIN,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2005/10th-iaaf-world-championships-in-athletics-3365/men/110-metres-hurdles/final/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres/preliminary-round/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres/heats/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres/semi-final/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres/final/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/men/100-metres/preliminary-round/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/men/100-metres/heats/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/men/100-metres/semi-final/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/men/100-metres/final/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres-hurdles/preliminary-round/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres-hurdles/heats/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres-hurdles/semi-final/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/women/100-metres-hurdles/final/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/men/110-metres-hurdles/preliminary-round/result
9th IAAF World Championships in Athletics,Paris Saint-Denis (Stade de France),23 AUG 2003 - 31 AUG 2003,FRA,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2003/9th-iaaf-world-championships-in-athletics-2962/men/110-metres-hurdles/heats/result
